id,nombre,fuentes,genero,fecha,municipio,departamento,tipo_de_lider,cargo,fuentes_prensa,año,dia
marlon-ferney-pacho,Marlon Ferney Pacho,"Prensa,Pacifista",Masculino,2019-09-24,Páez,Cauca,Líder indígena,"Secretario del cabildo en el resguardo de Talagá en Páez, al oriente del departamento del Cauca",https://noticias.canalrcn.com/nacional/asesinan-lider-indigena-en-su-vivienda-en-cauca-347569,2019,09
carlos-celimo-iter,Carlos Célimo Iter,"Prensa,Pacifista",Masculino,2019-09-26,Caloto,Cauca,Líder comunal - JAC,"Era un excombatiente de las FARC y actual presidente de la Junta Directiva de la Cooperativa Multiactiva de Mujeres Víctimas del Conflicto Armado del Común, Coomec",https://www.vanguardia.com/colombia/carlos-celimo-iter-otro-excombatiente-de-las-farc-asesinado-en-cauca-IC1477912,2019,09
jairo-javier-ruiz,Jairo Javier Ruiz,"Prensa,Pacifista",Masculino,2019-09-26,Patía el Bordo,Cauca,Líder campesino o agrario,"Hacía parte del Comité Veredal de la Coordinación Nacional de Cultivadores de Coca, Amapola y Marihuana, Coccam y estaba incluido en el acuerdo colectivo del Programa Nacional Integral de Sustitución de Cultivos de Uso Ilícito, PNIS.",https://www.wradio.com.co/noticias/regionales/asesinan-a-un-lider-campesino-y-defensor-de-derechos-humanos-en-cauca/20190927/nota/3958900.aspx,2019,09
ortiz-arancel-ui,Ortiz Arancel UI Mestizo,"Prensa,Pacifista",Masculino,2019-10-01,Toribío,Cauca,Líder indígena,Era uno de los socios fundadores de la Asociación Indígena Avelino UI y era integrante de la Unidad Popular del Suroccidente Colombiano PUPSOC y de la Coordinación Social y Política Marcha Patriótica del Cauca,https://caracol.com.co/emisora/2019/10/01/popayan/1569946259_569567.html,2019,10
dumar-noe-mestizo,Dumar Noé Mestizo,"Prensa,Pacifista",Masculino,2019-10-04,Jambaló,Cauca,Líder indígena,"Integrante del Grupo Juvenil Álvaro Ulcué, profesor del resguardo indígena, artista y muralista de Jambaló",https://www.cric-colombia.org/portal/las-balas-asesinas-banan-en-sangre-dumer-noe-mestizo-escue-hijo-de-otro-martir-de-nuestro-pueblo-nasa-marino-mestizo-qpd-joven-artista-lleno-de-suenos-y-talentos/,2019,10
lilia-patricia-garcia,Lilia Patricia García,"Prensa,Pacifista",Femenino,2019-10-13,Barbacoas,Nariño,Líder indígena,Secretaria del Cabildo del Resguardo Indígena Awá de Watsalpí en Nariño,https://www.onic.org.co/comunicados-regionales/3465-encapuchado-asesina-a-secretaria-del-cabildo-indigena-awa-de-watsalpi,2019,10
oneida-epiayu,Oneida Epiayú,"Prensa,Pacifista",Femenino,2019-10-16,Manaure,La Guajira,Líder indígena,Reconocida lideresa que venía denunciando irregularidades y corrupción que se presentaban al or del interior del ICBF en la Guajira.,https://www.elheraldo.co/la-guajira/asesinan-bala-lideresa-wayuu-oneida-epiayu-en-riohacha-673514,2019,10
constantino-ramirez,Constantino Ramírez,"Prensa,Pacifista",Masculino,2019-10-17,Calarcá,Quindio,Líder indígena,"Perteneciente al pueblo embera en Quindío, ambientalista, gobernador del resguardo indígena Dachi Agore Drua y miembro de la Junta Directiva de la Corporación Autónoma del Quindío ",https://www.semana.com/nacion/articulo/constantino-ramirez-con-el-son-115-indigenas-asesinados-en-el-ultimo-ano/636736,2019,10
miguel-ceballos,Miguel Ceballos,"Prensa,Pacifista",Masculino,2019-10-22,La Montañita,Caquetá,Líder comunal - JAC,"Miembro de la Junta de Acción Comunal de la zona, Era el tesorero del caserío de San Isidro y participaba en un programa de restitución de cultivos ilícitos",https://noticias.caracoltv.com/lidera-la-vida/se-le-metieron-la-finca-y-lo-acribillaron-asi-fue-asesinato-de-lider-social-en-caqueta-ie35596,2019,10
flower-trompeta,Flower Trompeta,"Prensa,Pacifista",Masculino,2019-10-28,Corinto,Cauca,Líder indígena,Líder y comunero que trabajaba en la Asociación de Trabajadores Pro-Constitución Zonas de Reserva Campesina de Caloto- ASTRAZONACAL y la Asociación de Trabajadores Campesinos Zona de Reserva Campesina de Corinto - ASTRAZONAC,https://www.las2orillas.co/el-asesinato-del-joven-comunero-flower-trompeta-que-enloda-al-ejercito/,2019,10
neehwesx-cristina-bautista,Neehwesx Cristina Bautista,"Prensa,Pacifista",Femenino,2019-10-28,Tacueyó ,Cauca,Líder indígena,Gobernadora indígena del norte del Cauca,https://boyaca.extra.com.co/noticias/judicial/masacre-de-cinco-indigenas-en-cauca-obedeceria-venganzas-p-570571,2019,10
luis-eugenio-muñoz,Luis Eugenio Muñoz ,"Prensa,Pacifista",Masculino,2019-11-02,Arabia,Pereira,Líder comunal - JAC,Fue presidente de las Juntas Administradoras Locales de Pereira y que era reconocido por su labor comunal. En las pasadas elecciones regional de octubre había sido elegido edil por el partido conservador de Arabia.,https://www.eltiempo.com/colombia/otras-ciudades/luis-eugenio-munoz-lider-asesinado-en-pereira-habia-recibido-amenazas-de-muerte-430616,2019,11
jesus-eduardo-mestizo,Jesús Eduardo Mestizo,"Prensa,Pacifista",Masculino,2019-11-03,Toribío,Cauca,Líder indígena,"Comunero y líder indígena, socio fundador de la Asociación Indígena Avelino UI, participante activo de los espacios de decisión comunitaria en el territorio.La Asociación de la cual es socio fundador hace parte del Proceso de Unidad Popular del Suroccidente Colombiano (PUPSOC) y de la coordinación social de Marcha Patriótica",https://www.contagioradio.com/asesinan-a-jesus-eduardo-mestizo-yosando-comunero-indigena-de-cauca/,2019,11
carlos-aldario-arenas,Carlos Aldario Arenas,"Prensa,Pacifista",Masculino,2019-11-09,Páramo Santa Isabel,Tolima,Líder campesino o agrario,"Reconocido líder por ser uno de los promotores de las Ruta del Cóndor, un proyecto ambiental y ecoturístico con el que se pretende impulsar el avistamiento de esta especie que está en peligro y, además, busca generar conciencia sobre los recursos naturales, el agua e impulsar, por medio del turismo comunitario, las costumbres del pueblo cafetero",https://www.elespectador.com/noticias/medio-ambiente/asesinan-carlos-aldario-arenas-lider-ambiental-de-paramo-del-tolima-articulo-890492,2019,11
walter-enrique-rodriguez,Walter Enrique Rodríguez,"Prensa,Pacifista",Masculino,2019-11-21,Tarazá,Antioquia,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la vereda San Miguel, lideraba procesos de cultivos ilícitos y era miembro de la Asociación de Campesinos del Bajo Cauca Asobac",https://www.lafm.com.co/colombia/nuevo-caso-de-lider-social-fue-asesinado-en-taraza-antioquia,2019,11
bernardo-de-jesus,Bernanrdo de Jesús Chancí,"Prensa,Pacifista",Masculino,2019-11-26,Ituango,Antioquia,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la Vereda San Agustín de Leones, en Ituango",https://www.elespectador.com/noticias/nacional/antioquia/asesinan-lider-social-en-ituango-antioquia-articulo-893019,2019,11
elicerio-mendoza,Elicerio Mendoza,"Prensa,Pacifista",Masculino,2019-12-04,San Vicente del Caguán,Caquetá,Líder comunitario,Se venía desempeñando como presidente de la vereda Casas Grandes y como tesorero del comité procarreteras troncales-guacamayas,https://www.rcnradio.com/colombia/sur/asesinan-lider-social-en-san-vicente-del-caguan-caqueta,2019,12
humberto-londono,Humberto Londoño,Prensa,Masculino,2019-12-06,Tarazá,Antioquia,Líder comunitario,Éra conciliador,https://www.elespectador.com/noticias/judicial/un-nuevo-lider-social-asesinado-en-taraza-en-el-bajo-cauca-antioqueno-articulo-894772,2019,12
alberto-pacue,Alberto Pacue,Prensa,Masculino,2019-12-09,Jambaló,Cauca,Líder comunitario,Comunero,http://www.redmas.com.co/colombia/asesinan-joven-indigena-norte-del-cauca/,2019,12
cristian-vitonas-yatacue,Cristian Vitonas Yatacue,Prensa,Masculino,2019-12-15,Toribío,Cauca,Líder comunitario,Comunero,https://www.contagioradio.com/fue-asesinado-el-comunero-cristian-yatacue-de-21-anos-en-toribio-cauca/,2019,12
lucy-villareal,Lucy Villareal,Prensa,Femenino,2019-12-23,Tumaco,Nariño,Líder comunal - JAC,Gestora Cultural,https://www.elespectador.com/noticias/nacional/asesinan-lucy-villareal-lideresa-y-gestora-cultural-en-tumaco-narino-articulo-897302,2019,12
reinaldo-carrillo,Reinaldo Carrillo,Prensa,Masculino,2019-12-25,Pitalito,Huila,Líder comunitario,ANUC-comité de paz,https://www.elespectador.com/noticias/nacional/el-lider-social-reinaldo-carrillo-vera-fue-asesinado-en-pitalito-huila-articulo-897335,2019,12
ermencia-enriquez-adrada-madre-fabio-montero,Ermencia Enriquez Adrada - Madre Fabio Montero,Prensa,Masculino,2019-12-27,Leiva,Nariño,Líder campesino o agrario,"líder social y defensor de Derechos Humanos integrante de la Comisión de Derechos Humanos de la Coordinación Social y Política Marcha Patriotica e integrante de la Asociación de Trabajadores Campesinos de Nariño ASTRACAN, filial de FENSUAGRO y ANZORC",https://www.eltiempo.com/colombia/otras-ciudades/fabio-montero-lider-social-asesinado-en-narino-asesinaron-a-su-familia-porque-el-no-estaba-447462,2019,12
sofronio-adrada-abuelo-fabio-montero,Sofronio Adrada- Abuelo Fabio Montero,Prensa,Femenino,2019-12-27,Leiva,Nariño,Líder campesino o agrario,"líder social y defensor de Derechos Humanos integrante de la Comisión de Derechos Humanos de la Coordinación Social y Política Marcha Patriotica e integrante de la Asociación de Trabajadores Campesinos de Nariño ASTRACAN, filial de FENSUAGRO y ANZORC",https://www.eltiempo.com/colombia/otras-ciudades/fabio-montero-lider-social-asesinado-en-narino-asesinaron-a-su-familia-porque-el-no-estaba-447462,2019,12
carlos-cardona,Carlos Cardona,"Prensa,Indepaz",Masculino,2020-01-02,Ituango,Antioquia,Líder comunitario,Se prestaba a asumir la gerencia del hospital del municipio.,https://www.eltiempo.com/colombia/medellin/directivo-de-hospital-de-ituango-asesinado-carlos-andres-cardona-449054,2020,01
cristian-david-caicedo,Cristian David Caicedo,"Indepaz,Prensa",Masculino,2020-01-03,Guapi,Cauca,Líder afrodescendiente,Pariente,https://www.infobae.com/america/colombia/2020/01/12/denuncian-el-asesinato-de-13-lideres-sociales-en-colombia-en-los-primeros-dias-de-2020/,2020,01
gloria-ocampo,Gloria Ocampo,"Prensa,Indepaz",Femenino,2020-01-07,Puerto Guzmán,Putumayo,Líder comunal - JAC,"Líder de sustitución. Ahí se encontraba Gloria, en primera fila, liderando un grupo de familias de la vereda La Estrella, inspección El Cedro, en Puerto Guzmán, ilusionadas con montar los proyectos productivos que les permitiera enterrar 50 años de guerra, muchos de ellos atizados por el narcotráfico.  Secretaria de la Junta de Acción Comunal y había participado como delegada de los Planes de Desarrollo con Enfoque TerritorialCon su vecino Eladio Moreno",https://www.infobae.com/america/colombia/2020/01/12/denuncian-el-asesinato-de-13-lideres-sociales-en-colombia-en-los-primeros-dias-de-2020/; https://www.las2orillas.co/gloria-ocampo-una-paisa-en-el-putumayo-que-le-estorbaba-a-los-narcos/,2020,01
virginia-silva-paez,Virginia Silva Paez,"Prensa,Indepaz",Femenino,2020-01-08,Paez,Cauca,Líder indígena,Líder y médica tradicional,https://www.eltiempo.com/colombia/cali/crimen-de-lider-y-medica-tradicional-en-paez-cauca-450238,2020,01
carlos-alonso-quintero,Carlos Alonso Quintero,"Prensa,Indepaz",Masculino,2020-01-08,Puerto Guzmán,Putumayo,Líder campesino o agrario,Campesino,https://www.bluradio.com/nacion/asesinan-tres-lideres-sociales-dos-en-putumayo-y-una-en-huila-237763-ie3509872,2020,01
emilio-campana,Emilio Campaña,"Prensa,Indepaz",Masculino,2020-01-08,Puerto Guzmán,Putumayo,Líder campesino o agrario,Campesino,https://www.bluradio.com/nacion/asesinan-tres-lideres-sociales-dos-en-putumayo-y-una-en-huila-237763-ie3509872; https://www.elespectador.com/noticias/nacional/tres-lideres-sociales-fueron-asesinados-en-las-ultimas-horas-en-colombia-articulo-899006,2020,01
erminson-chiripua-chamarra,Erminson Chiripúa Chamarra,Prensa,Masculino,2020-01-08,Buenaventura,Valle del Cauca,Líder indígena,exgobernador de la comunidad wounaan del resguardo de Chamapurro,https://www.elespectador.com/noticias/nacional/valle/denuncian-desaparicion-de-exgobernador-indigena-articulo-897740,2020,01
mireya-hernandez,Mireya Hernández,Prensa,Femenino,2020-01-08,Algeciras,Huila,Líder campesino o agrario,extesorera de la Junta de Acción Comunal del barrio 20 de Julio,https://www.eltiempo.com/colombia/otras-ciudades/asesinan-a-dos-lideres-sociales-en-algeciras-huila-y-se-prenden-las-alarmas-451768,2020,01
anuar-rojas-isarama,Anuar Rojas Isaramá,Prensa,Masculino,2020-01-09,Nuquí,Chocó,Líder indígena,guardia indígena,https://www.elespectador.com/noticias/judicial/defensoria-alerta-sobre-asesinato-de-indigena-y-desplazamiento-forzado-en-nuqui-articulo-899068,2020,01
tulio-cesar-sandoval,Tulio César Sandoval,Prensa,Masculino,2020-01-10,Tibú,Norte de Santander,Líder campesino o agrario,"Coordinadora de Cultivadores de Coca, Marihuana y Amapola (Coccam) de Tibú y del movimiento Marcha Patriótica,",https://www.eltiempo.com/colombia/otras-ciudades/asesinan-a-tulio-sandoval-lider-social-en-norte-de-santander-451246,2020,01
john-freddy-alvarez,John Freddy Álvarez,Prensa,Masculino,2020-01-10,Algeciras,Huila,Líder campesino o agrario,Presidente de la Asociación de Trabajadores Campesinos (Astracal) ,https://www.semana.com/nacion/articulo/lideres-sociales-asesinan-a-otro-en-algeciras-huila/647881,2020,01
sergio-narvaez,Sergio Narváez,Prensa,Masculino,2020-01-10,Turbo,Antioquia,Líder político/a,exconcejal de Turbo,https://www.contagioradio.com/asesinan-tres-lideres-10-enero/,2020,01
amparo-guegia,Amparo Guegia,Prensa,Femenino,2020-01-10,Caloto,Cauca,Líder comunitario,Fundadora del Movimiento Nietos del Quintin Lame,https://www.contagioradio.com/asesinan-tres-lideres-10-enero/,2020,01
henry-cuello,Henry Cuello,Prensa,Masculino,2020-01-10,Chiriguaná,Cesar,Líder comunal - JAC,Líder comunal cercano a las políticas del gobierno de Iván Duque y el Centro Democrático,https://www.contagioradio.com/asesinan-tres-lideres-10-enero/,2020,01
samuel-federico-penalosa,Samuel Federico Peñalosa,Prensa,Masculino,2020-01-15,Nóvita,Chocó,Líder comunal - JAC,"Se desempeñaba como líder campesino en la junta de acción de Tamaná, corregimiento de Nóvita, en este departamento. Según las versiones, los hombres armados, al parecer del Eln, llegaron hasta su casa, lo sacaron de su vivienda y lo acribillaron, el sector conocido como Altos de Tamaná.",https://www.elnuevosiglo.com.co/articulos/01-2020-un-muerto-y-varios-secuestrados-por-el-eln-en-novita-choco,2020,01
yordan-tovar,Yordan Tovar,Prensa,Masculino,2020-01-16,Puerto Guzmán,Putumayo,Líder sindical,Directivo sindical y líder social de Putumayo.,https://www.elcolombiano.com/colombia/paz-y-derechos-humanos/puerto-guzman-putumayo-con-mas-lideres-asesinados-en-2020-BA12305400,2020,01
luis-dario-rodriguez-narvaez,Luis Dario Rodríguez Narváez,Prensa,Masculino,2020-01-17,Tierralta,Córdoba,Líder ambiental,Fundación Social Cordoberxia,https://www.contagioradio.com/luis-dario-rodriguez-segundo-lider-asesinado-en-menos-de-una-semana-en-cordoba/,2020,01
hernando-herrera,Hernando Herrera,Prensa,Masculino,2020-01-21,Sonsón,Antioquia,Líder campesino o agrario,"líder de la vereda El Brasil zona rural del municipio de Sonsón, al sur de Antioquia",https://www.contagioradio.com/asesinato-de-hernando-herrera-y-john-fredy-vargas-enlutan-al-pais/; https://www.elespectador.com/noticias/nacional/antioquia/asesinan-lider-social-en-sonson-antioquia-articulo-901399,2020,01
fernando-quintero-mena,Fernando Quintero Mena,Prensa,Masculino,2020-01-26,Convención ,Norte de Santander,Líder comunitario,líder con 23 años de trabajo comunal en la zona. Era exconcejal y presidente de la Junta de Acción Comunal de la vereda Guasiles.,https://www.semana.com/nacion/articulo/asesinan-a-lider-social-en-el-catatumbo-fernando-quintero-mena/649564,2020,01
jhonatan-borja-perez,Jhonatan Borja Pérez,Prensa,Masculino,2020-01-30,Palmira,Valle del Cauca,Líder político/a,"Candidato en las pasadas elecciones a la Alcaldía de Candelaria, Valle",https://caracol.com.co/emisora/2020/01/31/cali/1580449125_057177.html,2020,01
ivan-giraldo-fuqueme,Iván Giraldo Fuqueme,Prensa,Masculino,2020-01-30,Palmira,Valle del Cauca,Líder político/a,"Candidato en las pasadas elecciones al concejo de Candelaria, Valle",https://caracol.com.co/emisora/2020/01/31/cali/1580449125_057177.html,2020,01
javier-giron-trivino,Javier Girón Triviño,Prensa,Masculino,2020-02-02,Santander de Quilichao ,Valle del Cauca,Líder indígena,"Él hacia parte de la comunidad indígena del resguardo Nasa Kiwe Tech Ksxa, uno de los 22 territorios indígenas agrupados en la Asociación de Cabildos Indígenas de Norte de Cauca (ACIN). Desde hace más de 20 años hacia parte de la Guardia Indígena ‘Kiwe Thegnas’. No se habían denunciado amenazas contra el guardia indígena.",https://www.semana.com/nacion/articulo/guardia-indigena-fue-asesinado-en-santander-de-quilichao-cauca/650454,2020,02
libardo-arciniegas,Libardo Arciniegas,Prensa,Masculino,2020-02-04,Cocuy,Boyacá,Líder comunal - JAC,dos hombres armados que se movilizaban en una motocicleta abordaron al tesorero de la Junta de Acción Comunal y le dispararon en cuatro oportunidades. ,https://www.semana.com/nacion/articulo/otro-lider-asesinado-motociclistas-dispararon-contra-libardo-arciniegas-en-el-cocuy-boyaca/650665,2020,02
yamid-alonso-silva,Yamid Alonso Silva,Prensa,Masculino,2020-02-06,Gúican,Boyacá,Funcionario/a público/a,Guardaparques ,https://sostenibilidad.semana.com/medio-ambiente/articulo/asesinan-a-funcionario-de-parques-nacionales-en-el-cocuy/48497,2020,02
giovany-oliveros,Giovany Oliveros,Prensa,Masculino,2020-02-12,Cunday,Tolima,Líder político/a,Concejal Partido Verde,https://www.contagioradio.com/giovany-oliveros-concejal-de-cunday-tolima-es-asesinado/,2020,02
emilio-dauqui,Emilio Dauqui ,Prensa,Masculino,2020-02-15,Buenos Aires,Cauca,Líder indígena,Comunero,https://www.elespectador.com/noticias/nacional/cauca/asesinan-comunero-indigena-en-el-cauca-y-amenazan-comunidades-articulo-904907,2020,02
luis-hugo-silva-mosquera,Luis Hugo Silva Mosquera.  ,Prensa,Masculino,2020-02-16,Miranda,Cauca,Líder indígena,Comunero,https://www.semana.com/nacion/articulo/en-cauca-asesinan-dos-lideres-campesinos-y-un-comunero-indigena/652328,2020,02
alberto-silva-mosquera,Alberto Silva Mosquera.  ,Prensa,Masculino,2020-02-16,Miranda,Cauca,Líder indígena,Comunero,https://www.elespectador.com/noticias/judicial/asesinan-dos-lideres-indigenas-en-miranda-cauca-articulo-904982,2020,02
amado-torres,Amado Torres,Prensa,Masculino,2020-02-29,Apartadó,Antioquia,Líder comunal - JAC,Líder social y actual tesorero de la Junta de Acción Comunal de la vereda La Miranda,https://www.semana.com/nacion/articulo/preocupacion-por-asesinatos-de-lideres-sociales-en-antioquia-dos-mas/654389,2020,02
didian-erley-agudelo,Didian Erley Agudelo,Prensa,Masculino,2020-02-29,Campamento,Antioquia,Líder comunal - JAC,"Líder social, había sido concejal",https://www.semana.com/nacion/articulo/preocupacion-por-asesinatos-de-lideres-sociales-en-antioquia-dos-mas/654389]; https://noticias.caracoltv.com/antioquia/investigan-militares-por-misteriosa-muerte-de-lider-campesino-en-campamento-antioquia,2020,02
julio-gutierrez,Julio Gutiérrez,Prensa,Masculino,2020-03-02,Campoalegre,Huila,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal (JAC) de la vereda El Esmero en Campoalegre, Huila. Era un reconocido líder en la zona que había fundado la Asociación de Trabajadores del Campo de Campoalegre (ATC) y también hacía parte del Grupo Asociativo El Esmero. De igual forma, se destacó que Julio Gutiérrez fue la persona que dio aviso temprano sobre la avalancha de 2017 en el Río Frío, lo que permitió la evacuación de casas que estaban en riesgo.",https://www.contagioradio.com/asesinan-julio-gutierrez-presidente-de-una-junta-de-accion-comunal-en-huila/,2020,03
william-romero,William Romero ,Prensa,Masculino,2020-03-03,Cáceres,Antioquia,Líder comunal - JAC," vicepresidente de la Junta de Acción Comunal de la vereda Puerto Antioquia, municipio de Cáceres, fue hallado muerto en el río Cauca, en el corregimiento de Piamonte, municipio de Cáceres, Antioquia. Romero estaba desaparecido desde el 3 de marzo en horas de la mañana",https://www.elespectador.com/noticias/nacional/lider-social-que-habia-desaparecido-fue-hallado-muerto-en-caceres-antioquia-articulo-908011,2020,03
,Arley Enrique Chalar,Prensa,Masculino,2020-03-03,Cali,Valle del Cauca,Líder afrodescendiente,escolta del líder social Leyner Palacios,https://www.semana.com/nacion/articulo/leyner-palacios-asesinan-a-escolta-del-lider-social/654878,2020,03
jorge-macana,Jorge Macana,Prensa,Masculino,2020-03-09,El Tambo,Cauca,Líder campesino o agrario,Líder en sustitución de cultivos,https://www.semana.com/nacion/articulo/asesinato-de-lider-social-en-el-tambo-cauca/655617,2020,03
alexis-vergara,Alexis Vergara,Prensa,Masculino,2020-03-08,Caloto,Cauca,Líder sindical,delegado ante la Asamblea Sindical de SINTRAINCABAÑA,https://www.semana.com/nacion/articulo/asesinato-de-lider-social-en-el-tambo-cauca/655617,2020,03
,Ilario Mecha,Prensa,Masculino,2020-03-15,Bogotá,Bogotá,Líder indígena,guardia indígena de la comunidad Wounaan Nonam,https://www.contagioradio.com/ilario-mecha-guardia-indigena-wounaan-asesinado-en-bogota/,2020,03
marco-rivadeneira,Marco Rivadeneira,Prensa,Masculino,2020-03-19,Puerto Asis,Putumayo,Líder campesino o agrario,"era un reconocido dirigente político y social integrante del Congreso de los Pueblos, y presidente de la Asociación Campesina del Puerto Asís; asimismo, era vocero nacional de la Plataforma Colombia, Europa, Estados Unidos y miembro del Coordinador Nacional Agrario",https://www.contagioradio.com/marcos-rivadeneira-lider-campesino-y-defensor-de-dd-hh-asesinado-en-putumayo/,2020,03
angel-ovidio-quintero-gonzalez, Ángel Ovidio Quintero González,Prensa,Masculino,2020-03-19,San Francisco,Antioquia,"Líder político/a,Líder sindical","presidente del Concejo de San Francisco, oriente de Antioquia, quien fue víctima de un atentado en horas de la mañana por hombres armados. El concejal además lideraba una asociación de mineros del Municipio,",https://www.contagioradio.com/asesinado-angel-quintero-antioquia/,2020,03
ivo-humberto-bracamonte-quiroz,Ivo Humberto Bracamonte Quiroz,Prensa,Masculino,2020-03-19,Puerto Santander,Norte de Santander,Líder comunitario," fue concejal del municipio de Puerto Santander, en Norte de Santander, y, hasta el día del homicidio, director del noticiero digital NPS",https://www.elespectador.com/colombia2020/territorio/los-homicidios-contra-lideres-sociales-ocultos-por-la-peste-del-coronavirus-articulo-910564,2020,03
,Ómar Guasiruma Nacabera,Prensa,Masculino,2020-03-23,Bolívar,Valle del Cauca,Líder indígena,Miembros del resguardo,https://www.semana.com/nacion/articulo/en-bolivar-valle-asesinan-a-dos-indigenas-en-resguardo/658849,2020,03
,Samper Guasiruma,Prensa,Masculino,2020-03-23,Bolívar,Valle del Cauca,Líder indígena,Miembros del resguardo,https://www.semana.com/nacion/articulo/en-bolivar-valle-asesinan-a-dos-indigenas-en-resguardo/658849,2020,03
,Carlota Salinas,Prensa,Femenino,2020-03-24,San Pablo,Bolívar,Líder comunitario,Miembro de la Organización Femenina Popular,https://www.contagioradio.com/asesinan-a-la-lideresa-carlota-salinas-en-san-pablo-bolivar/,2020,03
,Wilder García,Prensa,Masculino,2020-03-26,Barbacoas,Nariño,Líder indígena,indígena Awá perteneciente al Resguardo de Tortugaña Telembí,https://www.contagioradio.com/tras-asesinato-de-indigena-pueblo-awa-exige-garantias-en-medio-de-las-balas-y-el-covid-19/,2020,03
,Hamilton Gasca Ortega,Prensa,Masculino,2020-04-03,Piamonte,Cauca,Líder campesino o agrario,"Asociación Sindical de Trabajadores Campesinos y Campesinas de Piamonte -Asintracampic-Fensuagro-, y participaba en los diferentes proyectos llevados a cabo por la Asociación.",https://www.contagioradio.com/asesinan-a-lider-hamilton-gasca-ortega-y-sus-tres-hijos-en-piamonte-cauca/,2020,04
,Hijo Gasca Ortega,Prensa,Masculino,2020-04-03,Piamonte,Cauca,Líder campesino o agrario,"Asociación Sindical de Trabajadores Campesinos y Campesinas de Piamonte -Asintracampic-Fensuagro-, y participaba en los diferentes proyectos llevados a cabo por la Asociación.",https://www.contagioradio.com/asesinan-a-lider-hamilton-gasca-ortega-y-sus-tres-hijos-en-piamonte-cauca/,2020,04
,Hijo2 Gasca Ortega,Prensa,Masculino,2020-04-03,Piamonte,Cauca,Líder campesino o agrario,"Asociación Sindical de Trabajadores Campesinos y Campesinas de Piamonte -Asintracampic-Fensuagro-, y participaba en los diferentes proyectos llevados a cabo por la Asociación.",https://www.contagioradio.com/asesinan-a-lider-hamilton-gasca-ortega-y-sus-tres-hijos-en-piamonte-cauca/,2020,04
,Teodomiro Sotelo Anancona,Prensa,Masculino,2020-04-17,El Tambo,Cauca,Líder afrodescendiente,"Consejo Comunitario Afro Renacer, del Coordinador Nacional Agrario y de Congreso de los Pueblos",https://www.contagioradio.com/teodomiro-sotelo-segundo-lider-asesinado-en-el-tambo-cauca-en-un-mes/,2020,04
,Mario Chilhueso Cruz,Prensa,Masculino,2020-04-19,Buenos Aires,Cauca,Líder campesino o agrario,Presidente de la asociación de trabajadores y pequeños productores de Naya (ASTCAP),https://www.contagioradio.com/fue-asesinado-mario-chilhueso-lider-campesino-del-naya/,2020,04
,Andrés Cacimanca Burbano,Prensa,Masculino,2020-04-19,Honduras,Cauca,Líder comunitario,La esposa de Cacimanca era presidenta del comité de deportes de la vereda,https://www.msn.com/es-us/noticias/mundo/asesinados-dos-dirigentes-sociales-en-colombia-en-las-%C3%BAltimas-horas/ar-BB12SY2p,2020,04
,Hugo de Jesús Giraldo López,Prensa,Masculino,2020-04-22,Santander de Quilichao,Cauca,Líder comunitario,Defensor de Derechos Humanos y miembro de Marcha Patriótica,https://www.elespectador.com/noticias/nacional/asesinan-al-lider-social-hugo-de-jesus-giraldo-en-santander-de-quilichao-articulo-916037,2020,04
,Jesús Albeiro Riascos,Prensa,Masculino,2020-04-22,El Tambo,Cauca,Líder afrodescendiente,"junta directiva de Afro Renacer, organización que los guerrilleros culpan de colaborar con miembros del ELN. ",https://www.elcolombiano.com/colombia/paz-y-derechos-humanos/disidencias-asesinan-a-dos-lideres-sociales-en-cauca-NM12874449,2020,04
,Andrés Sabino,Prensa,Masculino,2020-04-22,El Tambo,Cauca,Líder afrodescendiente,"junta directiva de Afro Renacer, organización que los guerrilleros culpan de colaborar con miembros del ELN. ",https://www.elcolombiano.com/colombia/paz-y-derechos-humanos/disidencias-asesinan-a-dos-lideres-sociales-en-cauca-NM12874449,2020,04
,Floro Samboní Gómez,Prensa,Masculino,2020-04-26,Almaguer,Cauca,Líder comunal - JAC,presidente de la Junta de Acción Comunal de la vereda Loma Larga Bajo,https://www.wradio.com.co/noticias/regionales/sujetos-armados-asesinaron-a-un-lider-social-en-almaguer-cauca/20200424/nota/4033427.aspx,2020,04
,Alejandro Llinás,Prensa,Masculino,2020-04-26,Santa Marta,Magdalena,Líder ambiental,"líder de la vereda Calabazo, fue asesinado en el área rural de Santa Marta.",https://www.elespectador.com/noticias/nacional/magdalena/el-lider-ambientalista-alejandro-llinas-fue-asesinado-en-zona-rural-de-santa-marta-articulo-916427,2020,04
,Jairo de Jesús Jiménez,Prensa,Masculino,2020-04-28,Abejorral,Antioquia,Líder comunitario,"rector Institución Educativa Zoila Duque Baena, vereda Chagualal",https://www.elespectador.com/noticias/nacional/investigan-asesinato-de-jairo-de-jesus-jimenez-rector-de-colegio-en-abejorral-antioquia-articulo-917070,2020,04
,Álvaro Narváez Daza,Prensa,Masculino,2020-04-29,Mercaderes,Cauca,Líder comunal - JAC,"vereda El Vado, corregimiento de Mojarras, de donde Nárvaez Daza era presidente de la Junta de Acción Comunal.",https://www.semana.com/nacion/articulo/en-mercaderes-cauca-asesinan-a-lider-social-y-a-su-familia/667049,2020,04
